province_code,province_name,ward_code,ward_name,ward_type,full_address
33,Hưng Yên,12826,Thái Thụy,Xã,"Xã Thái Thụy, Tỉnh Hưng Yên"
33,Hưng Yên,12631,Thần Khê,Xã,"Xã Thần Khê, Tỉnh Hưng Yên"
33,Hưng Yên,13222,Thư Trì,Xã,"Xã Thư Trì, Tỉnh Hưng Yên"
33,Hưng Yên,13264,Thư Vũ,Xã,"Xã Thư Vũ, Tỉnh Hưng Yên"
33,Hưng Yên,12127,Thượng Hồng,Phường,"Phường Thượng Hồng, Tỉnh Hưng Yên"
33,Hưng Yên,12865,Thụy Anh,Xã,"Xã Thụy Anh, Tỉnh Hưng Yên"
33,Hưng Yên,12970,Tiền Hải,Xã,"Xã Tiền Hải, Tỉnh Hưng Yên"
33,Hưng Yên,12361,Tiên Hoa,Xã,"Xã Tiên Hoa, Tỉnh Hưng Yên"
33,Hưng Yên,12754,Tiên Hưng,Xã,"Xã Tiên Hưng, Tỉnh Hưng Yên"
33,Hưng Yên,12634,Tiên La,Xã,"Xã Tiên La, Tỉnh Hưng Yên"
33,Hưng Yên,12364,Tiên Lữ,Xã,"Xã Tiên Lữ, Tỉnh Hưng Yên"
33,Hưng Yên,12424,Tiên Tiến,Xã,"Xã Tiên Tiến, Tỉnh Hưng Yên"
33,Hưng Yên,12427,Tống Trân,Xã,"Xã Tống Trân, Tỉnh Hưng Yên"
33,Hưng Yên,13093,Trà Giang,Xã,"Xã Trà Giang, Tỉnh Hưng Yên"
33,Hưng Yên,12817,Trà Lý,Phường,"Phường Trà Lý, Tỉnh Hưng Yên"
33,Hưng Yên,12452,Trần Hưng Đạo,Phường,"Phường Trần Hưng Đạo, Tỉnh Hưng Yên"
33,Hưng Yên,12454,Trần Lãm,Phường,"Phường Trần Lãm, Tỉnh Hưng Yên"
33,Hưng Yên,12223,Triệu Việt Vương,Xã,"Xã Triệu Việt Vương, Tỉnh Hưng Yên"
33,Hưng Yên,12019,Văn Giang,Xã,"Xã Văn Giang, Tỉnh Hưng Yên"
33,Hưng Yên,13219,Vạn Xuân,Xã,"Xã Vạn Xuân, Tỉnh Hưng Yên"
33,Hưng Yên,12238,Việt Tiến,Xã,"Xã Việt Tiến, Tỉnh Hưng Yên"
33,Hưng Yên,12091,Việt Yên,Xã,"Xã Việt Yên, Tỉnh Hưng Yên"
33,Hưng Yên,12466,Vũ Phúc,Phường,"Phường Vũ Phúc, Tỉnh Hưng Yên"
33,Hưng Yên,13141,Vũ Quý,Xã,"Xã Vũ Quý, Tỉnh Hưng Yên"
33,Hưng Yên,13192,Vũ Thư,Xã,"Xã Vũ Thư, Tỉnh Hưng Yên"
33,Hưng Yên,13279,Vũ Tiên,Xã,"Xã Vũ Tiên, Tỉnh Hưng Yên"
33,Hưng Yên,12166,Xuân Trúc,Xã,"Xã Xuân Trúc, Tỉnh Hưng Yên"
33,Hưng Yên,12073,Yên Mỹ,Xã,"Xã Yên Mỹ, Tỉnh Hưng Yên"
56,Khánh Hòa,22828,Anh Dũng,Xã,"Xã Anh Dũng, Tỉnh Khánh Hòa"
56,Khánh Hòa,22423,Ba Ngòi,Phường,"Phường Ba Ngòi, Tỉnh Khánh Hòa"
56,Khánh Hòa,22795,Bác Ái,Xã,"Xã Bác Ái, Tỉnh Khánh Hòa"
56,Khánh Hòa,22801,Bác Ái Đông,Xã,"Xã Bác Ái Đông, Tỉnh Khánh Hòa"
56,Khánh Hòa,22786,Bác Ái Tây,Xã,"Xã Bác Ái Tây, Tỉnh Khánh Hòa"
56,Khánh Hòa,22411,Bắc Cam Ranh,Phường,"Phường Bắc Cam Ranh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22615,Bắc Khánh Vĩnh,Xã,"Xã Bắc Khánh Vĩnh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22333,Bắc Nha Trang,Phường,"Phường Bắc Nha Trang, Tỉnh Khánh Hòa"
56,Khánh Hòa,22546,Bắc Ninh Hòa,Xã,"Xã Bắc Ninh Hòa, Tỉnh Khánh Hòa"
56,Khánh Hòa,22741,Bảo An,Phường,"Phường Bảo An, Tỉnh Khánh Hòa"
56,Khánh Hòa,22909,Cà Ná,Xã,"Xã Cà Ná, Tỉnh Khánh Hòa"
56,Khánh Hòa,22465,Cam An,Xã,"Xã Cam An, Tỉnh Khánh Hòa"
56,Khánh Hòa,22435,Cam Hiệp,Xã,"Xã Cam Hiệp, Tỉnh Khánh Hòa"
56,Khánh Hòa,22453,Cam Lâm,Xã,"Xã Cam Lâm, Tỉnh Khánh Hòa"
56,Khánh Hòa,22432,Cam Linh,Phường,"Phường Cam Linh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22420,Cam Ranh,Phường,"Phường Cam Ranh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22840,Công Hải,Xã,"Xã Công Hải, Tỉnh Khánh Hòa"
56,Khánh Hòa,22657,Diên Điền,Xã,"Xã Diên Điền, Tỉnh Khánh Hòa"
56,Khánh Hòa,22651,Diên Khánh,Xã,"Xã Diên Khánh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22678,Diên Lạc,Xã,"Xã Diên Lạc, Tỉnh Khánh Hòa"
56,Khánh Hòa,22660,Diên Lâm,Xã,"Xã Diên Lâm, Tỉnh Khánh Hòa"
56,Khánh Hòa,22672,Diên Thọ,Xã,"Xã Diên Thọ, Tỉnh Khánh Hòa"
56,Khánh Hòa,22736,Đặc khu Trường Sa,Xã,"Xã Đặc khu Trường Sa, Tỉnh Khánh Hòa"
56,Khánh Hòa,22504,Đại Lãnh,Xã,"Xã Đại Lãnh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22738,Đô Vinh,Phường,"Phường Đô Vinh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22780,Đông Hải,Phường,"Phường Đông Hải, Tỉnh Khánh Hòa"
56,Khánh Hòa,22732,Đông Khánh Sơn,Xã,"Xã Đông Khánh Sơn, Tỉnh Khánh Hòa"
56,Khánh Hòa,22561,Đông Ninh Hòa,Phường,"Phường Đông Ninh Hòa, Tỉnh Khánh Hòa"
56,Khánh Hòa,22591,Hòa Thắng,Phường,"Phường Hòa Thắng, Tỉnh Khánh Hòa"
56,Khánh Hòa,22558,Hòa Trí,Xã,"Xã Hòa Trí, Tỉnh Khánh Hòa"
56,Khánh Hòa,22714,Khánh Sơn,Xã,"Xã Khánh Sơn, Tỉnh Khánh Hòa"
56,Khánh Hòa,22609,Khánh Vĩnh,Xã,"Xã Khánh Vĩnh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22813,Lâm Sơn,Xã,"Xã Lâm Sơn, Tỉnh Khánh Hòa"
56,Khánh Hòa,22822,Mỹ Sơn,Xã,"Xã Mỹ Sơn, Tỉnh Khánh Hòa"
56,Khánh Hòa,22480,Nam Cam Ranh,Xã,"Xã Nam Cam Ranh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22648,Nam Khánh Vĩnh,Xã,"Xã Nam Khánh Vĩnh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22402,Nam Nha Trang,Phường,"Phường Nam Nha Trang, Tỉnh Khánh Hòa"
56,Khánh Hòa,22597,Nam Ninh Hòa,Xã,"Xã Nam Ninh Hòa, Tỉnh Khánh Hòa"
56,Khánh Hòa,22366,Nha Trang,Phường,"Phường Nha Trang, Tỉnh Khánh Hòa"
56,Khánh Hòa,22834,Ninh Chử,Phường,"Phường Ninh Chử, Tỉnh Khánh Hòa"
56,Khánh Hòa,22852,Ninh Hải,Xã,"Xã Ninh Hải, Tỉnh Khánh Hòa"
56,Khánh Hòa,22528,Ninh Hòa,Phường,"Phường Ninh Hòa, Tỉnh Khánh Hòa"
56,Khánh Hòa,22870,Ninh Phước,Xã,"Xã Ninh Phước, Tỉnh Khánh Hòa"
56,Khánh Hòa,22810,Ninh Sơn,Xã,"Xã Ninh Sơn, Tỉnh Khánh Hòa"
56,Khánh Hòa,22759,Phan Rang,Phường,"Phường Phan Rang, Tỉnh Khánh Hòa"
56,Khánh Hòa,22888,Phước Dinh,Xã,"Xã Phước Dinh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22900,Phước Hà,Xã,"Xã Phước Hà, Tỉnh Khánh Hòa"
56,Khánh Hòa,22873,Phước Hậu,Xã,"Xã Phước Hậu, Tỉnh Khánh Hòa"
56,Khánh Hòa,22891,Phước Hữu,Xã,"Xã Phước Hữu, Tỉnh Khánh Hòa"
56,Khánh Hòa,22708,Suối Dầu,Xã,"Xã Suối Dầu, Tỉnh Khánh Hòa"
56,Khánh Hòa,22702,Suối Hiệp,Xã,"Xã Suối Hiệp, Tỉnh Khánh Hòa"
56,Khánh Hòa,22576,Tân Định,Xã,"Xã Tân Định, Tỉnh Khánh Hòa"
56,Khánh Hòa,22720,Tây Khánh Sơn,Xã,"Xã Tây Khánh Sơn, Tỉnh Khánh Hòa"
56,Khánh Hòa,22624,Tây Khánh Vĩnh,Xã,"Xã Tây Khánh Vĩnh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22390,Tây Nha Trang,Phường,"Phường Tây Nha Trang, Tỉnh Khánh Hòa"
56,Khánh Hòa,22552,Tây Ninh Hòa,Xã,"Xã Tây Ninh Hòa, Tỉnh Khánh Hòa"
56,Khánh Hòa,22849,Thuận Bắc,Xã,"Xã Thuận Bắc, Tỉnh Khánh Hòa"
56,Khánh Hòa,22897,Thuận Nam,Xã,"Xã Thuận Nam, Tỉnh Khánh Hòa"
56,Khánh Hòa,22612,Trung Khánh Vĩnh,Xã,"Xã Trung Khánh Vĩnh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22498,Tu Bông,Xã,"Xã Tu Bông, Tỉnh Khánh Hòa"
56,Khánh Hòa,22525,Vạn Hưng,Xã,"Xã Vạn Hưng, Tỉnh Khánh Hòa"
56,Khánh Hòa,22489,Vạn Ninh,Xã,"Xã Vạn Ninh, Tỉnh Khánh Hòa"
56,Khánh Hòa,22516,Vạn Thắng,Xã,"Xã Vạn Thắng, Tỉnh Khánh Hòa"
56,Khánh Hòa,22846,Vĩnh Hải,Xã,"Xã Vĩnh Hải, Tỉnh Khánh Hòa"
56,Khánh Hòa,22861,Xuân Hải,Xã,"Xã Xuân Hải, Tỉnh Khánh Hòa"
12,Lai Châu,03424,Bản Bo,Xã,"Xã Bản Bo, Tỉnh Lai Châu"
12,Lai Châu,03390,Bình Lư,Xã,"Xã Bình Lư, Tỉnh Lai Châu"
12,Lai Châu,03466,Bum Nưa,Xã,"Xã Bum Nưa, Tỉnh Lai Châu"
12,Lai Châu,03433,Bum Tở,Xã,"Xã Bum Tở, Tỉnh Lai Châu"
12,Lai Châu,03571,Dào San,Xã,"Xã Dào San, Tỉnh Lai Châu"
12,Lai Châu,03388,Đoàn Kết,Phường,"Phường Đoàn Kết, Tỉnh Lai Châu"
12,Lai Châu,03508,Hồng Thu,Xã,"Xã Hồng Thu, Tỉnh Lai Châu"
12,Lai Châu,03460,Hua Bum,Xã,"Xã Hua Bum, Tỉnh Lai Châu"
12,Lai Châu,03640,Khoen On,Xã,"Xã Khoen On, Tỉnh Lai Châu"
12,Lai Châu,03583,Khổng Lào,Xã,"Xã Khổng Lào, Tỉnh Lai Châu"
12,Lai Châu,03430,Khun Há,Xã,"Xã Khun Há, Tỉnh Lai Châu"
12,Lai Châu,03487,Lê Lợi,Xã,"Xã Lê Lợi, Tỉnh Lai Châu"
12,Lai Châu,03451,Mù Cả,Xã,"Xã Mù Cả, Tỉnh Lai Châu"
12,Lai Châu,03601,Mường Khoa,Xã,"Xã Mường Khoa, Tỉnh Lai Châu"
12,Lai Châu,03637,Mường Kim,Xã,"Xã Mường Kim, Tỉnh Lai Châu"
12,Lai Châu,03472,Mường Mô,Xã,"Xã Mường Mô, Tỉnh Lai Châu"
12,Lai Châu,03445,Mường Tè,Xã,"Xã Mường Tè, Tỉnh Lai Châu"
12,Lai Châu,03618,Mường Than,Xã,"Xã Mường Than, Tỉnh Lai Châu"
12,Lai Châu,03544,Nậm Cuổi,Xã,"Xã Nậm Cuổi, Tỉnh Lai Châu"
12,Lai Châu,03434,Nậm Hàng,Xã,"Xã Nậm Hàng, Tỉnh Lai Châu"
12,Lai Châu,03538,Nậm Mạ,Xã,"Xã Nậm Mạ, Tỉnh Lai Châu"
12,Lai Châu,03613,Nậm Sỏ,Xã,"Xã Nậm Sỏ, Tỉnh Lai Châu"
12,Lai Châu,03517,Nậm Tăm,Xã,"Xã Nậm Tăm, Tỉnh Lai Châu"
12,Lai Châu,03503,Pa Tần,Xã,"Xã Pa Tần, Tỉnh Lai Châu"
12,Lai Châu,03442,Pa Ủ,Xã,"Xã Pa Ủ, Tỉnh Lai Châu"
12,Lai Châu,03616,Pắc Ta,Xã,"Xã Pắc Ta, Tỉnh Lai Châu"
12,Lai Châu,03549,Phong Thổ,Xã,"Xã Phong Thổ, Tỉnh Lai Châu"
12,Lai Châu,03532,Pu Sam Cáp,Xã,"Xã Pu Sam Cáp, Tỉnh Lai Châu"
12,Lai Châu,03562,Sì Lở Lầu,Xã,"Xã Sì Lở Lầu, Tỉnh Lai Châu"
12,Lai Châu,03478,Sìn Hồ,Xã,"Xã Sìn Hồ, Tỉnh Lai Châu"
12,Lai Châu,03394,Sin Suối Hồ,Xã,"Xã Sin Suối Hồ, Tỉnh Lai Châu"
12,Lai Châu,03405,Tả Lèng,Xã,"Xã Tả Lèng, Tỉnh Lai Châu"
12,Lai Châu,03463,Tà Tổng,Xã,"Xã Tà Tổng, Tỉnh Lai Châu"
12,Lai Châu,03408,Tân Phong,Phường,"Phường Tân Phong, Tỉnh Lai Châu"
12,Lai Châu,03598,Tân Uyên,Xã,"Xã Tân Uyên, Tỉnh Lai Châu"
12,Lai Châu,03595,Than Uyên,Xã,"Xã Than Uyên, Tỉnh Lai Châu"
12,Lai Châu,03439,Thu Lũm,Xã,"Xã Thu Lũm, Tỉnh Lai Châu"
12,Lai Châu,03529,Tủa Sín Chải,Xã,"Xã Tủa Sín Chải, Tỉnh Lai Châu"
68,Lâm Đồng,24823,1 Bảo Lộc,Phường,"Phường 1 Bảo Lộc, Tỉnh Lâm Đồng"
68,Lâm Đồng,24820,2 Bảo Lộc,Phường,"Phường 2 Bảo Lộc, Tỉnh Lâm Đồng"
68,Lâm Đồng,24841,3 Bảo Lộc,Phường,"Phường 3 Bảo Lộc, Tỉnh Lâm Đồng"
68,Lâm Đồng,24829,B'Lao,Phường,"Phường B'Lao, Tỉnh Lâm Đồng"
68,Lâm Đồng,23005,Bắc Bình,Xã,"Xã Bắc Bình, Tỉnh Lâm Đồng"
68,Lâm Đồng,24611,Bắc Gia Nghĩa,Phường,"Phường Bắc Gia Nghĩa, Tỉnh Lâm Đồng"
68,Lâm Đồng,23152,Bắc Ruộng,Xã,"Xã Bắc Ruộng, Tỉnh Lâm Đồng"
68,Lâm Đồng,25054,Bảo Lâm 1,Xã,"Xã Bảo Lâm 1, Tỉnh Lâm Đồng"
68,Lâm Đồng,25084,Bảo Lâm 2,Xã,"Xã Bảo Lâm 2, Tỉnh Lâm Đồng"
68,Lâm Đồng,25093,Bảo Lâm 3,Xã,"Xã Bảo Lâm 3, Tỉnh Lâm Đồng"
68,Lâm Đồng,25063,Bảo Lâm 4,Xã,"Xã Bảo Lâm 4, Tỉnh Lâm Đồng"
68,Lâm Đồng,25057,Bảo Lâm 5,Xã,"Xã Bảo Lâm 5, Tỉnh Lâm Đồng"
68,Lâm Đồng,25018,Bảo Thuận,Xã,"Xã Bảo Thuận, Tỉnh Lâm Đồng"
68,Lâm Đồng,22960,Bình Thuận,Phường,"Phường Bình Thuận, Tỉnh Lâm Đồng"
68,Lâm Đồng,24787,Cam Ly - Đà Lạt,Phường,"Phường Cam Ly - Đà Lạt, Tỉnh Lâm Đồng"
68,Lâm Đồng,25159,Cát Tiên,Xã,"Xã Cát Tiên, Tỉnh Lâm Đồng"
68,Lâm Đồng,25180,Cát Tiên 2,Xã,"Xã Cát Tiên 2, Tỉnh Lâm Đồng"
68,Lâm Đồng,25162,Cát Tiên 3,Xã,"Xã Cát Tiên 3, Tỉnh Lâm Đồng"
68,Lâm Đồng,24640,Cư Jút,Xã,"Xã Cư Jút, Tỉnh Lâm Đồng"
68,Lâm Đồng,24934,D'Ran,Xã,"Xã D'Ran, Tỉnh Lâm Đồng"
68,Lâm Đồng,25000,Di Linh,Xã,"Xã Di Linh, Tỉnh Lâm Đồng"
68,Lâm Đồng,25099,Đạ Huoai,Xã,"Xã Đạ Huoai, Tỉnh Lâm Đồng"
68,Lâm Đồng,25105,Đạ Huoai 2,Xã,"Xã Đạ Huoai 2, Tỉnh Lâm Đồng"
68,Lâm Đồng,25114,Đạ Huoai 3,Xã,"Xã Đạ Huoai 3, Tỉnh Lâm Đồng"
68,Lâm Đồng,25126,Đạ Tẻh,Xã,"Xã Đạ Tẻh, Tỉnh Lâm Đồng"
68,Lâm Đồng,25138,Đạ Tẻh 2,Xã,"Xã Đạ Tẻh 2, Tỉnh Lâm Đồng"
68,Lâm Đồng,25135,Đạ Tẻh 3,Xã,"Xã Đạ Tẻh 3, Tỉnh Lâm Đồng"
68,Lâm Đồng,23272,Đặc khu Phú Quý,Xã,"Xã Đặc khu Phú Quý, Tỉnh Lâm Đồng"
68,Lâm Đồng,24670,Đắk Mil,Xã,"Xã Đắk Mil, Tỉnh Lâm Đồng"
68,Lâm Đồng,24678,Đắk Sắk,Xã,"Xã Đắk Sắk, Tỉnh Lâm Đồng"
68,Lâm Đồng,24718,Đắk song,Xã,"Xã Đắk song, Tỉnh Lâm Đồng"
68,Lâm Đồng,24646,Đắk Wil,Xã,"Xã Đắk Wil, Tỉnh Lâm Đồng"
68,Lâm Đồng,24886,Đam Rông 1,Xã,"Xã Đam Rông 1, Tỉnh Lâm Đồng"
68,Lâm Đồng,24877,Đam Rông 2,Xã,"Xã Đam Rông 2, Tỉnh Lâm Đồng"
68,Lâm Đồng,24875,Đam Rông 3,Xã,"Xã Đam Rông 3, Tỉnh Lâm Đồng"
68,Lâm Đồng,24853,Đam Rông 4,Xã,"Xã Đam Rông 4, Tỉnh Lâm Đồng"
68,Lâm Đồng,25007,Đinh Trang Thượng,Xã,"Xã Đinh Trang Thượng, Tỉnh Lâm Đồng"
68,Lâm Đồng,24871,Đinh Văn Lâm Hà,Xã,"Xã Đinh Văn Lâm Hà, Tỉnh Lâm Đồng"
68,Lâm Đồng,24931,Đơn Dương,Xã,"Xã Đơn Dương, Tỉnh Lâm Đồng"
68,Lâm Đồng,24617,Đông Gia Nghĩa,Phường,"Phường Đông Gia Nghĩa, Tỉnh Lâm Đồng"
68,Lâm Đồng,23074,Đông Giang,Xã,"Xã Đông Giang, Tỉnh Lâm Đồng"
68,Lâm Đồng,23173,Đồng Kho,Xã,"Xã Đồng Kho, Tỉnh Lâm Đồng"
68,Lâm Đồng,24717,Đức An,Xã,"Xã Đức An, Tỉnh Lâm Đồng"
68,Lâm Đồng,24664,Đức Lập,Xã,"Xã Đức Lập, Tỉnh Lâm Đồng"
68,Lâm Đồng,23191,Đức Linh,Xã,"Xã Đức Linh, Tỉnh Lâm Đồng"
68,Lâm Đồng,24958,Đức Trọng,Xã,"Xã Đức Trọng, Tỉnh Lâm Đồng"
68,Lâm Đồng,25015,Gia Hiệp,Xã,"Xã Gia Hiệp, Tỉnh Lâm Đồng"
68,Lâm Đồng,23020,Hải Ninh,Xã,"Xã Hải Ninh, Tỉnh Lâm Đồng"
68,Lâm Đồng,23128,Hàm Kiệm,Xã,"Xã Hàm Kiệm, Tỉnh Lâm Đồng"
68,Lâm Đồng,23095,Hàm Liêm,Xã,"Xã Hàm Liêm, Tỉnh Lâm Đồng"
68,Lâm Đồng,23236,Hàm Tân,Xã,"Xã Hàm Tân, Tỉnh Lâm Đồng"
68,Lâm Đồng,22933,Hàm Thắng,Phường,"Phường Hàm Thắng, Tỉnh Lâm Đồng"
68,Lâm Đồng,23122,Hàm Thạnh,Xã,"Xã Hàm Thạnh, Tỉnh Lâm Đồng"
68,Lâm Đồng,23059,Hàm Thuận,Xã,"Xã Hàm Thuận, Tỉnh Lâm Đồng"
68,Lâm Đồng,23089,Hàm Thuận Bắc,Xã,"Xã Hàm Thuận Bắc, Tỉnh Lâm Đồng"
68,Lâm Đồng,23110,Hàm Thuận Nam,Xã,"Xã Hàm Thuận Nam, Tỉnh Lâm Đồng"
68,Lâm Đồng,24967,Hiệp Thạnh,Xã,"Xã Hiệp Thạnh, Tỉnh Lâm Đồng"
68,Lâm Đồng,25042,Hòa Bắc,Xã,"Xã Hòa Bắc, Tỉnh Lâm Đồng"
68,Lâm Đồng,25036,Hòa Ninh,Xã,"Xã Hòa Ninh, Tỉnh Lâm Đồng"
68,Lâm Đồng,23053,Hòa Thắng,Xã,"Xã Hòa Thắng, Tỉnh Lâm Đồng"
68,Lâm Đồng,23194,Hoài Đức,Xã,"Xã Hoài Đức, Tỉnh Lâm Đồng"
68,Lâm Đồng,23086,Hồng Sơn,Xã,"Xã Hồng Sơn, Tỉnh Lâm Đồng"
68,Lâm Đồng,23041,Hồng Thái,Xã,"Xã Hồng Thái, Tỉnh Lâm Đồng"
68,Lâm Đồng,24943,Ka Đô,Xã,"Xã Ka Đô, Tỉnh Lâm Đồng"
68,Lâm Đồng,24733,Kiến Đức,Xã,"Xã Kiến Đức, Tỉnh Lâm Đồng"
68,Lâm Đồng,24688,Krông Nô,Xã,"Xã Krông Nô, Tỉnh Lâm Đồng"
68,Lâm Đồng,23065,La Dạ,Xã,"Xã La Dạ, Tỉnh Lâm Đồng"
68,Lâm Đồng,23235,La Gi,Phường,"Phường La Gi, Tỉnh Lâm Đồng"
68,Lâm Đồng,24848,Lạc Dương,Xã,"Xã Lạc Dương, Tỉnh Lâm Đồng"
68,Lâm Đồng,24778,Lâm Viên - Đà Lạt,Phường,"Phường Lâm Viên - Đà Lạt, Tỉnh Lâm Đồng"
68,Lâm Đồng,24846,Lang Biang - Đà Lạt,Phường,"Phường Lang Biang - Đà Lạt, Tỉnh Lâm Đồng"
68,Lâm Đồng,22969,Liên Hương,Xã,"Xã Liên Hương, Tỉnh Lâm Đồng"
68,Lâm Đồng,23032,Lương Sơn,Xã,"Xã Lương Sơn, Tỉnh Lâm Đồng"
68,Lâm Đồng,22918,Mũi Né,Phường,"Phường Mũi Né, Tỉnh Lâm Đồng"
68,Lâm Đồng,24868,Nam Ban Lâm Hà,Xã,"Xã Nam Ban Lâm Hà, Tỉnh Lâm Đồng"
68,Lâm Đồng,24649,Nam Dong,Xã,"Xã Nam Dong, Tỉnh Lâm Đồng"
68,Lâm Đồng,24697,Nam Đà,Xã,"Xã Nam Đà, Tỉnh Lâm Đồng"
68,Lâm Đồng,24615,Nam Gia Nghĩa,Phường,"Phường Nam Gia Nghĩa, Tỉnh Lâm Đồng"
68,Lâm Đồng,24883,Nam Hà Lâm Hà,Xã,"Xã Nam Hà Lâm Hà, Tỉnh Lâm Đồng"
68,Lâm Đồng,24703,Nâm Nung,Xã,"Xã Nâm Nung, Tỉnh Lâm Đồng"
68,Lâm Đồng,23200,Nam Thành,Xã,"Xã Nam Thành, Tỉnh Lâm Đồng"
68,Lâm Đồng,23158,Nghị Đức,Xã,"Xã Nghị Đức, Tỉnh Lâm Đồng"
68,Lâm Đồng,24751,Nhân Cơ,Xã,"Xã Nhân Cơ, Tỉnh Lâm Đồng"
68,Lâm Đồng,24985,Ninh Gia,Xã,"Xã Ninh Gia, Tỉnh Lâm Đồng"
68,Lâm Đồng,22972,Phan Rí Cửa,Xã,"Xã Phan Rí Cửa, Tỉnh Lâm Đồng"
68,Lâm Đồng,23008,Phan Sơn,Xã,"Xã Phan Sơn, Tỉnh Lâm Đồng"
68,Lâm Đồng,22945,Phan Thiết,Phường,"Phường Phan Thiết, Tỉnh Lâm Đồng"
68,Lâm Đồng,24895,Phú Sơn Lâm Hà,Xã,"Xã Phú Sơn Lâm Hà, Tỉnh Lâm Đồng"
68,Lâm Đồng,22924,Phú Thuỷ,Phường,"Phường Phú Thuỷ, Tỉnh Lâm Đồng"
68,Lâm Đồng,24907,Phúc Thọ Lâm Hà,Xã,"Xã Phúc Thọ Lâm Hà, Tỉnh Lâm Đồng"
68,Lâm Đồng,23231,Phước Hội,Phường,"Phường Phước Hội, Tỉnh Lâm Đồng"
68,Lâm Đồng,24620,Quảng Hòa,Xã,"Xã Quảng Hòa, Tỉnh Lâm Đồng"
68,Lâm Đồng,24631,Quảng Khê,Xã,"Xã Quảng Khê, Tỉnh Lâm Đồng"
68,Lâm Đồng,24955,Quảng Lập,Xã,"Xã Quảng Lập, Tỉnh Lâm Đồng"
68,Lâm Đồng,24712,Quảng Phú,Xã,"Xã Quảng Phú, Tỉnh Lâm Đồng"
68,Lâm Đồng,24616,Quảng Sơn,Xã,"Xã Quảng Sơn, Tỉnh Lâm Đồng"
68,Lâm Đồng,24748,Quảng Tân,Xã,"Xã Quảng Tân, Tỉnh Lâm Đồng"
68,Lâm Đồng,24760,Quảng Tín,Xã,"Xã Quảng Tín, Tỉnh Lâm Đồng"
68,Lâm Đồng,24736,Quảng Trực,Xã,"Xã Quảng Trực, Tỉnh Lâm Đồng"
68,Lâm Đồng,25051,Sơn Điền,Xã,"Xã Sơn Điền, Tỉnh Lâm Đồng"
68,Lâm Đồng,23266,Sơn Mỹ,Xã,"Xã Sơn Mỹ, Tỉnh Lâm Đồng"
68,Lâm Đồng,23023,Sông Lũy,Xã,"Xã Sông Lũy, Tỉnh Lâm Đồng"
68,Lâm Đồng,23188,Suối Kiết,Xã,"Xã Suối Kiết, Tỉnh Lâm Đồng"
68,Lâm Đồng,24637,Tà Đùng,Xã,"Xã Tà Đùng, Tỉnh Lâm Đồng"
68,Lâm Đồng,24991,Tà Hine,Xã,"Xã Tà Hine, Tỉnh Lâm Đồng"
68,Lâm Đồng,24988,Tà Năng,Xã,"Xã Tà Năng, Tỉnh Lâm Đồng"
68,Lâm Đồng,24916,Tân Hà Lâm Hà,Xã,"Xã Tân Hà Lâm Hà, Tỉnh Lâm Đồng"
68,Lâm Đồng,23246,Tân Hải,Xã,"Xã Tân Hải, Tỉnh Lâm Đồng"
68,Lâm Đồng,24976,Tân Hội,Xã,"Xã Tân Hội, Tỉnh Lâm Đồng"
68,Lâm Đồng,23134,Tân Lập,Xã,"Xã Tân Lập, Tỉnh Lâm Đồng"
68,Lâm Đồng,23230,Tân Minh,Xã,"Xã Tân Minh, Tỉnh Lâm Đồng"
68,Lâm Đồng,23143,Tân Thành,Xã,"Xã Tân Thành, Tỉnh Lâm Đồng"
68,Lâm Đồng,23149,Tánh Linh,Xã,"Xã Tánh Linh, Tỉnh Lâm Đồng"
68,Lâm Đồng,24682,Thuận An,Xã,"Xã Thuận An, Tỉnh Lâm Đồng"
68,Lâm Đồng,24722,Thuận Hạnh,Xã,"Xã Thuận Hạnh, Tỉnh Lâm Đồng"
68,Lâm Đồng,22954,Tiến Thành,Phường,"Phường Tiến Thành, Tỉnh Lâm Đồng"
68,Lâm Đồng,23227,Trà Tân,Xã,"Xã Trà Tân, Tỉnh Lâm Đồng"
68,Lâm Đồng,24730,Trường Xuân,Xã,"Xã Trường Xuân, Tỉnh Lâm Đồng"
68,Lâm Đồng,24739,Tuy Đức,Xã,"Xã Tuy Đức, Tỉnh Lâm Đồng"
68,Lâm Đồng,22978,Tuy Phong,Xã,"Xã Tuy Phong, Tỉnh Lâm Đồng"
68,Lâm Đồng,22963,Tuyên Quang,Xã,"Xã Tuyên Quang, Tỉnh Lâm Đồng"
68,Lâm Đồng,22981,Vĩnh Hảo,Xã,"Xã Vĩnh Hảo, Tỉnh Lâm Đồng"
